lazada.com,air-conditioning,https://lazada.com.ph/shop-air-conditioning,free/pcs/set/sets/package/fan/circulator/mini,3
lazada.com,washing-machines,https://lazada.com.ph/shop-washing-machines,free/pcs/set/sets/package,2
lazada.com,office-chairs,https://lazada.com.ph/shop-home-office-chairs,free/pcs/set/sets/package/cushion/pillow/table/cover,3
lazada.com,flash-drive,https://www.lazada.com.ph/shop-usb-flash-drives/?q=flash+drive,free/pcs/set/sets/package,3
lazada.com,ceiling-fan,https://lazada.com.ph/shop-cooling-heating/?spm=a2o4l.category.0.0.70beb5c3nMgfEP&q=ceiling&sc=ESpY,free/pcs/set/sets/package,2
lazada.com,stand-fan,https://lazada.com.ph/shop-fans/?spm=a2o4l.category.0.0.53710a9euqjSAU&q=stand&sc=EXMU,free/pcs/set/sets/package,3
lazada.com,table,https://lazada.com.ph/shop-tables/?spm=a2o4l.category.0.0.c69ea21m61XFI&q=table&sc=E3MU,free/pcs/set/sets/package/cloth/cover/lamp/fold/folding/foldable/bearing/!table,3
lazada.com,table,https://lazada.com.ph/shop-dining-tables/?spm=a2o4l.category.0.0.1bbc6464CfhYYh&q=table&sc=E3MU,free/pcs/set/sets/package/cloth/cover/lamp/fold/folding/foldable/bearing/!table,3
lazada.com,laptop,https://lazada.com.ph/shop-traditional-laptops/?spm=a2o4l.category.0.0.3436b938TJEAFi&q=laptop&sc=ERUU,free/pcs/set/sets/package/keyboard/mouse/monitor/!laptop,3
lazada.com,laptop,https://lazada.com.ph/shop-gaming-laptops/?spm=a2o4l.category.0.0.1c7ced46C0D3H7&q=laptop&sc=ERUU,free/pcs/set/sets/package/keyboard/mouse/monitor/!laptop,3
lazada.com,printer,https://lazada.com.ph/shop-computers-laptops/?spm=a2o4l.category.products-list.74.24163624me1NtW&q=printer&sc=EXMU,free/pcs/set/sets/package/ink/dye/pigment/plug/cable/!printer,3
lazada.com,dining-chair,https://www.lazada.com.ph/shop-furniture/?q=dining%20chair&sc=ESpY&spm=a2o4l.category.0.0.58f37a738Kh8rE&page=3,free/pcs/set/sets/package/cover/cloth/pillow,2
lazada.com,eyeglasses,https://www.lazada.com.ph/shop-mens-fashion-glasses/,free/pcs/set/sets/package,3
lazada.com,mug,https://www.lazada.com.ph/catalog/?_keyori=ss&from=suggest_normal&q=mugs&spm=a2o4l.searchlist.search.1.7f46a3e8ZdNfsT&sugg=mugs_0_1&page=44q=mugs&spm=a2o4l.searchlist.search.1.7f46a3e8ZdNfsT&sugg=mugs_0_1,free/pcs/set/sets/package/bottle/bottles/cups,0
lazada.com,earphone,https://www.lazada.com.ph/shop-audio-in-ear-headphones/?spm=a2o4l.searchlistcategory.card.2.3e0e1fbfj4BRGA&up_id=19308039&from=onesearch_category_5250,free/pcs/set/sets/package,3
